assignment_id,hit_id,worker_id,start_time,condition,phase,item_order,item_name,response,response_order
32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2D8FARZ4P8JYY,2024-03-13T23:07:10.621Z,generate,Practice,3,Backpack,We can use this bag to store many un used things like toys of kids.,1
32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2D8FARZ4P8JYY,2024-03-13T23:07:10.621Z,generate,Test,4,Bottle,we can make an wonderful decoration with fabric in this glass bottle and will make it more attractive.,0
32EYX73OYKZJ7TWZ9B8CT13WEXRRUM,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2D8FARZ4P8JYY,2024-03-13T23:07:10.621Z,generate,Test,4,Bottle,we can use it to make light.,1
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,1,Fork,FOR EATING,0
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,1,Fork,FORK,1
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,1,Fork,DIFFERENT,2
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,1,Fork,TO BEAT SOMEONE,3
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,1,Fork,BOOKMARK,4
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,2,Table,FOR STANDING: IF PEPLE ARE SO SHORT HELP TO CLIMB THIS TABLE,0
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,2,Table,FOR WOOD USE PRODUCT,1
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,2,Table,,2
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,2,Table,,3
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,2,Table,BOOK STAND,4
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,3,Bottle,PLANT POT,0
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,3,Bottle,SAVE WATER,1
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,3,Bottle,PEN STICK,2
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Practice,3,Bottle,PEN STAND,3
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Test,4,Pants,TO STITCH DESIHN CLOTH,0
33FOTY3KE6BZSUGIPQ8XT4ZD3ZVC16,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A2P6TSH9SEDAC,2024-03-14T01:12:09.627Z,generate,Test,4,Pants,TO STITCH AS TROWSER,1
3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJJQ1GYYH8VR2,2024-03-14T02:50:21.382Z,absent,Practice,1,Lightbulb,LED,0
3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJJQ1GYYH8VR2,2024-03-14T02:50:21.382Z,absent,Practice,1,Lightbulb,CFL,1
3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJJQ1GYYH8VR2,2024-03-14T02:50:21.382Z,absent,Practice,1,Lightbulb,,2
3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJJQ1GYYH8VR2,2024-03-14T02:50:21.382Z,absent,Practice,1,Lightbulb,SOLAR POWER LIGHTING SOLUTION,3
3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJJQ1GYYH8VR2,2024-03-14T02:50:21.382Z,absent,Practice,2,Toothbrush,USING YOUR FINGER,0
3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJJQ1GYYH8VR2,2024-03-14T02:50:21.382Z,absent,Practice,2,Toothbrush,BAKING SODA,1
3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJJQ1GYYH8VR2,2024-03-14T02:50:21.382Z,absent,Practice,2,Toothbrush,MOUTHWASH,2
3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJJQ1GYYH8VR2,2024-03-14T02:50:21.382Z,absent,Practice,2,Toothbrush,FLOSS,3
3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJJQ1GYYH8VR2,2024-03-14T02:50:21.382Z,absent,Practice,2,Toothbrush,CHEWING GUM,4
3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJJQ1GYYH8VR2,2024-03-14T02:50:21.382Z,absent,Test,4,Ball,STONE ,0
3M1CVSFP6KVZGJ31QR2LOAHXB9IQAV,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,AJJQ1GYYH8VR2,2024-03-14T02:50:21.382Z,absent,Test,4,Ball,ROCK,1
3M81GAB8AK94ZT8TW52HJL13TRGBQO,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1M7R2XY0YNLHG,2024-03-14T02:56:19.315Z,coach,Practice,1,Table,person eat to meals.,0
3M81GAB8AK94ZT8TW52HJL13TRGBQO,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1M7R2XY0YNLHG,2024-03-14T02:56:19.315Z,coach,Practice,2,Toothbrush,clean to  bottles,0
3M81GAB8AK94ZT8TW52HJL13TRGBQO,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1M7R2XY0YNLHG,2024-03-14T02:56:19.315Z,coach,Practice,2,Toothbrush,Remove crayon,1
3M81GAB8AK94ZT8TW52HJL13TRGBQO,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1M7R2XY0YNLHG,2024-03-14T02:56:19.315Z,coach,Practice,3,Shoe,Turn baby shoes into pin cushions.,0
3M81GAB8AK94ZT8TW52HJL13TRGBQO,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1M7R2XY0YNLHG,2024-03-14T02:56:19.315Z,coach,Test,4,Tire,Tire planter,0
3M81GAB8AK94ZT8TW52HJL13TRGBQO,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1M7R2XY0YNLHG,2024-03-14T02:56:19.315Z,coach,Test,4,Tire,Rubber mulch,1
3M81GAB8AK94ZT8TW52HJL13TRGBQO,31YWE12TFJ2YJU9MF0GSJ7F9IRV7XE,A1M7R2XY0YNLHG,2024-03-14T02:56:19.315Z,coach,Test,4,Tire,Tire swings,2
